Gene name,Disease1,Disease2,Disease3,Control1,Control2,Control3
RNU5F-1,0,0,0,0,0,0
RNU6-1,0,0,0,0,0,0
RNU6-10P,0,0,0,0,0,0
RNU6-14P,0,0,0,0,0,0
RNU6-15P,0,0,0,0,0,0
RNU6-16P,0,0,0,0,0,0
RNU6-19P,0,0,0,0,0.50978,0
RNU6-2,26.474202,44.167176,17.464234,10.60226,11.214336,16.58863
RNU6-21P,0,0,0,0,0,0
RNU6-23P,0,0,0,0,0,0
RNU6-26P,0,0,0,0,0,0
RNU6-28P,0,0,0,0,0,0
RNU6-30P,0,0,0,0,0,0
RNU6-31P,0,0,0,0,0,0
RNU6-33P,0,0,0,0,0,0
RNU6-34P,0,0,0,0,0,0
RNU6-35P,0,0,0,0,0.50978,0
RNU6-36P,0,0,0,0,0,16.58863
RNU6-39P,0,0,0,0,0,0
RNU6-42P,0,0,0,0,0,0
RNU6-45P,0,0,0,0,0,0
RNU6-46P,0,0,0,0,1.01956,0
RNU6-48P,0,0,0,0,0,0
RNU6-52P,0,0,0,0,0,0
RNU6-53P,0,0,0,0,0,0
RNU6-55P,0,0,0,0,0,0
RNU6-56P,0,0,0,0,0,0
RNU6-57P,0,0,0,0,0,0
RNU6-58P,0,0,0,0,0,0
RNU6-59P,0,0,0,0,0,0
RNU6-63P,0,0,0,0,0,0
RNU6-64P,0,0,0,0,0,0
RNU6-66P,0,0,0,0,0,0
RNU6-67P,0,0,0,0,0,0
RNU6-68P,0,0,0,0,0,0
RNU6-69P,0,0,0,0,0,0
RNU6-7,0,0,0,0,0,0
RNU6-71P,0,0,0,0,0,0
RNU6-72P,0,0,0,0,0,0
RNU6-75P,0,0,0,0,0,0
RNU6-76P,0,0,0,0,0,0
RNU6-78P,0,0,0,0,0,0
RNU6-79P,0,0,0,0,0,0
RNU6-81P,0,0,0,0,0,0
RNU6-82P,0,0,1.263521,0,0,0
RNU6-83P,0,0,0,0,0,0
RNU6ATAC,15.679956,2.92751,17.189225,3.687684,0,0.921822
RNU7-1,0,0,0,0,0,0
RNU86,0,0,0,0,0,0
RNVU1-10,0,0,0.529864,1.931084,0,1.204408
RNVU1-14,2.272824,1.670255,2.649319,0.643594,0,0
RNVU1-15,0.441577,0,0,0,0.611736,1.20427
RNVU1-17,0,0,0,0,0,0
RNVU1-19,0,0,0,0,0,0
RNVU1-3,0,0,0,0,0.623983,0
RNVU1-4,0,0,0.529864,0,0,0
RNVU1-6,0,0,0,0,0,0
RNVU1-7,79.676154,0,309.892295,17.9042,418.49698,461.231725
RNY1,101.231591,79.003047,146.65872,74.485301,47.103653,231.427951
RNY3,42.501813,29.396483,45.486766,17.291231,29.471169,116.253917
RNY4,2.318281,1.83728,4.693079,0,0,3.167253
RNY5,0,0,2.527043,0,1.338172,0
ROBO1,1.800756,1.984272,1.580269,2.180615,3.031754,2.106833
ROBO2,0.165671,0.201937,0.225818,0.183812,0.074649,0.227397
ROBO3,0.176424,0.080874,0.179899,0.081322,0.25088,0.304505
ROBO4,9.608596,7.685461,7.44352,7.561932,7.791417,4.219471
ROCK1,12.363687,13.685945,16.159955,14.23143,14.423345,8.300466
ROCK1P1,2.270397,2.320949,0.430857,1.490251,0.510637,2.874557
ROCK2,13.803875,14.07625,13.426486,14.533689,16.004735,9.371192
ROGDI,23.183292,32.806402,26.573406,26.703791,31.935303,19.760254
ROM1,0.313916,0.113564,0.391945,0.218473,0.475013,0.009686
ROMO1,88.991078,124.699752,114.558957,96.890324,100.204505,81.139044
ROPN1,0.149404,0.51638,0.44823,0.063401,0.089,0
ROPN1B,1.951148,2.272937,2.02866,1.472669,2.523655,1.031095
ROPN1L,0.204331,0.057807,0.037199,0.156921,0.165853,0.013666
ROPN1L-AS1,0,0,0,0,0.094665,0
ROR1,2.601299,2.816671,3.141647,5.148028,6.091349,3.248267
ROR2,0.226233,0.352494,0.150851,0.339697,0.347651,0.391756
RORA,4.01035,5.84469,5.045071,5.502163,5.147721,2.914789
RORB,0.403436,1.466514,2.183997,1.479539,0.919524,1.318306
RORC,5.224231,9.409994,7.505116,4.146104,6.099593,2.815704
ROS1,0.070836,0.022802,0.033869,0.061045,0.005808,0.024444
RP1,0,0,0,0.003241,0,0
RP1-102G20.5,0,0,0,0,0,0
RP1-104O17.1,0,0,0,0,0,0
RP1-137K24.1,0,0,0,0,0,0
RP1-140J1.1,0,0,0,0,0,0.0933
RP1-149A16.3,0,0,0,0,0,0
RP1-167G20.1,0,0,0.053188,0,0.048535,0
RP1-172N19.2,0,0,0,0,0,0
RP1-1J6.2,0.099098,0.018142,0.05425,0.013269,0.083463,0
RP1-207H1.3,0,0,0,0,0,0
RP1-224A6.3,0,0,0.028867,0.106288,0.074592,0
RP1-232P20.1,0,0,0,0,0,0
RP1-234P15.4,0.143687,0,0.042854,0.069745,0.145317,0
RP1-249H1.4,0,0.02434,0.014233,0.078261,0.009047,0
RP1-256G22.2,0,0,0,0,0,0
RP1-257A15.1,0,0,0.013484,0,0,0
RP1-257A7.4,0.014409,0.145809,0.062714,0.047826,0.039907,0
RP1-272J12.1,0,0,0,0,0,0
RP1-278O22.1,0.027921,0,0.030733,0,0,0.139727
RP1-27K12.2,0.064706,0.081856,0.06885,0.146076,0.270693,0.139865
RP1-290I10.5,0,0,0,0,0,0
RP1-293L8.2,0.408965,0.306523,0.101543,0.256707,0.385831,0.506789
RP1-40E16.9,0,0,0.024777,0,0.032092,0
RP1-60O19.1,0,0,0,0.01614,0,0
RP1-63G5.5,0,0,0,0,0,0
RP1-69M21.2,0.206158,0.128629,0.149473,0.235958,0.148828,0.265718
RP1-90L6.2,0.073476,0.080758,0,0,0.100186,0.382625
RP1-93I3.1,0,0.020196,0.153654,0.131045,0.044822,0
RP11-1007G5.2,0,0,0,0,0,0
RP11-1008C21.1,0,0,0,0,0,0
RP11-100N20.1,0,0,0,0,0,0
RP11-1018N14.1,0.291944,0.367606,0.130146,0.122921,0.222943,0.184154
RP11-101E14.2,0,0,0,0,0,0
RP11-103C16.2,0,0,0,0,0,0
RP11-104D21.3,0,0,0,0,0,0
RP11-1055B8.3,0.100779,0.078985,0.093835,0,0.136566,0
RP11-1057B8.2,0,0,0.008527,0.010538,0,0.101439
RP11-106M7.1,0.124479,0.240975,0.092933,0.082737,0.096765,0.135794
RP11-1072A3.2,1.453514,1.03358,0.618664,0.689398,0.450862,0.941776
RP11-1078H9.5,0,0,0,0,0.038549,0
RP11-1079K10.5,0,0.015699,0,0,0,0.064273
RP11-107I14.4,0.100617,0.189911,0.105407,0.202554,0.222416,0.156022
RP11-107K17.1,0,0,0,0,0,0
RP11-1080G15.1,0,0.026323,0,0,0.061092,0
RP11-1084I9.1,0.040915,0,0,0,0,0
RP11-1094H24.4,0.107599,0.010727,0.032134,0,0.066495,0
RP11-1096D5.1,0,0,0.004949,0.048672,0,0
RP11-109J4.1,0,0,0,0.01788,0,0
RP11-10A14.5,0,0,0,0,0.338947,0
RP11-10L7.1,0.497454,0.481927,0.048911,3.287069,0.480978,0.569991
RP11-10N16.2,0,0,0,0,0,0
RP11-110H10.2,0.077848,0,0,0,0,0
RP11-111E14.1,0,0,0,0,0,0
RP11-111I12.1,0,0,0,0,0,0
RP11-1124B17.1,0,0,0,0,0,0
RP11-112H10.4,0.215534,0,0.021219,0,0,0.020608
RP11-112L6.4,0,0.087488,0.368931,0.324292,0.574749,0
RP11-1134I14.8,0.5436,0.308786,0.529216,0.529556,0.683084,0.363857
RP11-115H18.1,0.015629,0,0.016976,0,0.022245,0
RP11-115J16.1,0,0.057429,0,0.018016,0.018825,0
RP11-118B18.1,0.262109,0.076546,0.075092,0.227892,0.137571,0.157229
RP11-118E18.2,0,0,0,0,0,0
RP11-118E18.4,0,0,0,0,0,0
RP11-1191J2.2,0,0,0,0,0,0
RP11-119F19.2,1.959993,1.925994,2.565641,2.259696,2.410896,1.863139
RP11-1223D19.1,0,0,0,0,0.034044,0
RP11-122M14.1,0.108525,0.118045,0.104935,0.384457,0.25946,0
RP11-124K4.1,0,0,0,0,0,0
RP11-125P18.1,0,0,0,0,0,0
RP11-127L20.3,0,0,0,0,0,0
RP11-127O4.3,0,0,0,0.085783,0,0
RP11-129J12.2,0,0,0,0,0,0
RP11-12A2.3,0.042873,0,0,0,0,0
RP11-132A1.4,0.177986,0,0,0.034151,0,0
RP11-1338A24.1,0,0,0,0,0,0
RP11-133O22.6,0,0,0,0.054871,0,0
RP11-134O21.1,0,0,0,0,0,0
RP11-134P9.3,0,0,0.108606,0.132103,0.0929,1.585486
RP11-135J2.4,0.759173,0.277612,0.466502,0.599137,0.559751,0.095254
RP11-138B4.1,0.106955,0.019706,0,0.024126,0,0
RP11-13A1.1,0,0,0.031221,0,0,0.069243
RP11-13E5.2,0.097715,0.27302,0.315102,0.391803,0.339011,1.204268
RP11-13P5.2,0,0.103505,0.030963,0,0.19539,0
RP11-140I24.1,0.029302,0,0,0,0,0.015663
RP11-141O11.2,0,0,0,0.007143,0.014996,0.063764
RP11-142C4.6,0,0,0.005996,0.014982,0.00772,0
RP11-142G7.2,0,0,0,0,0,0
RP11-143A12.3,0,0,0,0,0,0
RP11-143J12.2,0.30404,0.328193,0.327639,0.259845,0.467973,0.618813
RP11-143M1.2,0.711379,1.468689,0.380778,0.788398,0.54075,0.337771
RP11-143M1.3,0,0,0,0,0.103801,0.305871
RP11-146N18.1,0,0,0.011896,0,0,0
RP11-147N17.1,0,0,0,0,0,0
RP11-148L24.1,0.518544,0.202392,0.641173,0.468428,0.101459,0
RP11-14D22.5,0.434225,0.044016,0.135811,0.284589,0.302622,0.037416
RP11-14J7.6,0.008359,0,0,0.055357,0.011539,0
RP11-14N7.2,0.375236,0.898968,0.469729,0.859135,1.311468,0.156613
RP11-150O12.6,0,0.421182,0,0,0.046267,0
RP11-152L7.2,0,0,0,0,0,0.033362
RP11-153K16.1,0.011877,0,0,0,0,0
RP11-154D17.1,0,0,0.013175,0.032534,0,0
RP11-154D6.1,0,0,0.293332,0.785033,0,0
RP11-157D23.1,0,0,0,0.132403,0,0
RP11-157E21.1,0,0,0,0,0,0
RP11-158A8.1,0,0,0,0,0,0
RP11-158D2.2,0.189144,0.173589,0.071421,0.232496,0.177057,0.288743
RP11-158M2.5,0.08687,0,0,0,0,0
RP11-15A1.3,1.537094,1.74813,1.515851,1.580727,1.325408,0.917166
RP11-15A1.7,0.363385,0.041986,0.575585,0.759999,0.386968,0.05401
RP11-15I11.3,1.633371,0.952904,1.300528,2.002261,0.478373,1.673629
RP11-15K3.1,0,0,0,0,0,0
RP11-160O5.1,0.403501,0.504252,1.217088,0.62825,1.591402,0.281104
RP11-161H23.9,0,0.006656,0.01587,0.029499,0,0
RP11-162J8.2,0.069076,0.027959,0,0,0,0
RP11-163N6.2,0.137924,0.113695,0.227873,0.018979,0.178894,0.066346
RP11-165H23.1,0.037056,0,0,0,0,0
RP11-165P7.1,0,0,0,0,0,0
RP11-166A12.1,0.038392,0,0,0,0,0
RP11-166O4.5,0.29708,0.391607,0.046754,0.972512,0.172453,0
RP11-167H9.6,0,0,0,0,0.080969,0.877278
RP11-168E14.1,0.060115,0,0.044061,0,0.083811,0
RP11-168E17.1,0,0,0,0,0,0
RP11-168O10.6,0.099857,1.003774,0.659737,2.916462,1.083755,0.512204
RP11-16E12.2,0,0,0,0,0.044651,0
RP11-170N11.1,0.066423,0.02011,0.035268,0.014608,0.136779,0
RP11-171A24.2,0,0,0,0,0,0
RP11-173B14.5,0,0,0,0,0,0
RP11-174G17.2,0,0,0.006391,0,0,0
RP11-175K6.1,1.548454,2.042342,1.311808,1.423205,1.917906,1.555182
RP11-178C3.2,0,0.221027,0.14579,0.044671,0.046404,0
RP11-178L8.5,0,0,0,0,0,0
RP11-179A16.1,0,0,0,0.016788,0,0
RP11-17A4.2,1.49791,2.277377,1.171363,1.862573,2.433194,1.89477
RP11-180I22.2,0,0,0,0,0,0
RP11-181F12.1,0,0,0.008388,0.01029,0,0
RP11-182I10.3,0.87122,0.398498,0.442402,0.491007,0.245675,0.673882
RP11-184I16.4,0,0,0,0,0,0
RP11-188C12.3,0,0,0,0.011066,0,0
RP11-189B4.6,0,0,0.061611,0,0.04443,0
RP11-18F14.1,0,0,0,0.028441,0,0
RP11-18H21.1,0,0,0,0.050942,0.077545,0
RP11-191L9.4,0,0,0,0,0,0
RP11-191N8.2,0,0,0,0.103786,0,0
RP11-193H5.1,0,0,0,0,0,0
RP11-197N18.7,0.081342,0.089398,0.052894,0.081522,0.171704,0
RP11-198M11.2,0,0,0,0,0,0
RP11-1C1.4,0.014841,0,0,0.00979,0,0
RP11-1H15.2,0,0.236091,0,0,0,0.167767
RP11-203B9.4,0.168344,0.301625,0.045308,0,0,0.066971
RP11-205M3.3,0.07381,0.046672,0.008068,0.108411,0.09226,0.054988
RP11-208N14.4,0.033352,0.029642,0,0.007275,0,0
RP11-214C8.2,0.217836,0.281204,0.13772,0.255563,0.160939,0.054099
RP11-214L13.1,0.014667,0.040764,0,0.01967,0,0
RP11-214L19.1,0,0.023363,0,0,0,0
RP11-215E13.1,0,0.028665,0,0,0,0
RP11-219B17.1,0,0,0.0603,0.054098,0.008025,0.115908
RP11-219G17.4,0.659313,0.33199,0.306436,0.366854,0.447955,0.236611
RP11-21L23.3,0,0,0.051011,0.187067,0.064703,0
RP11-222A5.1,0,0,0,0,0,0
RP11-224O19.2,0.047248,0,0.051933,0,0.129826,0
RP11-227H15.4,0.039495,0,0,0,0,0
RP11-22H5.2,0.064847,0.105433,0.045376,0.116455,0.180877,0.045568
RP11-230B22.1,0,0,0.01769,0.022129,0.231665,0.017865
RP11-230G5.2,0,0,0,0,0,0.029472
RP11-231I16.1,0.737173,0.394854,0.305308,0.628388,0.822249,0.64065
RP11-234B24.2,0,0,0,0,0,0.146227
RP11-234K24.3,0.929231,0.739186,0.572556,0.791906,1.074631,0.905526
RP11-236J17.5,0,0.014442,0.008436,0,0.021556,0.103919
RP11-236P13.1,0,0,0,0,0,0
RP11-23B15.1,0,0,0,0,0,0
RP11-242D8.1,1.91198,1.41126,1.144709,1.11573,1.945542,2.45066
RP11-243E13.1,0,0,0,0,0,0
RP11-245M24.1,0.178183,0.070306,0.048012,0.11039,0.109294,0.274372
RP11-24I21.1,0,0.104303,0.023266,0.14297,0.059689,0.090573
RP11-24J23.2,2.886233,3.11669,1.489589,2.767881,3.030338,2.976515
RP11-24P4.1,0,0,0.022007,0,0,0
RP11-251P6.1,0,0,0,0,0,0
RP11-252C15.1,0,0,0,0,0,0
RP11-256L11.1,0,0,0.072825,0,0,0.422049
RP11-257I8.2,0,0,0,0,0,0
RP11-260E18.1,0.019087,0.05162,0.030825,0.050669,0.212183,0
RP11-261C10.3,0.243029,0.888616,0.514121,0.562698,0.558521,0.302531
RP11-261N11.8,0,0,0,0,0,0
RP11-262K1.1,0,0,0,0,0,0
RP11-264C15.2,0.061569,0,0,0,0,0
RP11-265P11.2,0,0,0,0,0,0
RP11-266K4.9,0,0.106794,0.161202,0.197047,0,0.516716
RP11-266L9.2,0,0,0,0,0,0
RP11-267C16.1,0.055718,0.073829,0.00605,0.007441,0.035767,0.272018
RP11-267N12.1,0.03328,0,0,0,0,0.070463
RP11-26J3.1,0,0.01271,0,0,0,0
RP11-271F18.4,0,0,0,0,0,0
RP11-274B18.2,0.074803,0,0.163559,0.101518,0,0
RP11-276H19.1,0.366203,0.22651,0.189557,0.267327,0.341382,0.166721
RP11-277P12.20,0,0.038212,0.007364,0,0.065399,0.232208
RP11-278H7.1,0,0,0,0.010389,0,0.008246
RP11-279D17.2,0,0,0,0,0,0
RP11-279F6.1,0.025866,0.031261,0.07426,0,0.023996,0
RP11-27K13.3,0,0,0.019519,0,0.03738,0
RP11-27N21.3,0.038789,0.208895,0,0.157444,0.539403,0
RP11-280K24.4,0.026964,0.221658,0.07111,0.093855,0.128769,0.163878
RP11-280O1.2,0.264893,0.065341,0.058425,0.047548,0.350581,0.28824
RP11-286B14.1,0,0,0,0,0,0
RP11-286E11.1,0,0,0,0,0.713692,0
RP11-28G8.1,0.119297,0.016374,0.034064,0.041819,0.026475,0.087411
RP11-290F20.1,0.376029,0.076817,0.015176,0.196271,0.234671,0.27915
RP11-290F20.2,0,0,0,0.00866,0,0
RP11-290F20.3,0.122603,0.014606,0.051695,0.128191,0.044329,0
RP11-290F5.2,0.035846,0.016426,0.048217,0.05947,0.049022,0.084843
RP11-293M10.5,0,0.515739,0.467686,0.440127,0.464182,0.780981
RP11-294O2.2,0.336526,0.083939,0.085241,0.102699,0.076809,0.106192
RP11-295M18.2,0,0,0.019383,0,0,0
RP11-298I3.1,0,0,0.305848,0,0.114424,0.456532
RP11-298O21.5,0.232914,0.230373,0.51216,0.475985,0.368565,0.22112
RP11-299H22.1,0,0,0,0.010339,0.010283,0.007919
RP11-299L17.3,0,0,0.13758,0.209971,0.12878,0
RP11-2A4.3,0,0,0,0,0,0
RP11-2O17.2,0.044954,0,0,0,0,0
RP11-300J18.1,0,0,0,0,0,0
RP11-305E17.6,0.464984,1.562147,1.170287,1.878495,1.481367,2.009189
RP11-305P22.9,0.017582,0,0,0,0.018162,0
RP11-307C12.11,0,0.152076,0.067827,0.098216,0.029484,0.139776
RP11-307C19.3,0.026415,0.031516,0,0,0,0
RP11-307E17.8,0.915173,1.061614,0.527976,0.812061,1.132535,0.814485
RP11-308N19.4,0.141459,0.128771,0.162641,0.188729,0.205481,0.032741
RP11-310P5.1,0,0,0.066318,0,0,0
RP11-313C15.1,0,0,0,0.029283,0,0
RP11-314C16.1,0.29959,0.08906,0.097101,0.348354,0.112055,0
RP11-314D7.2,6.778128,5.714186,3.89419,7.685314,7.410427,9.224978
RP11-317J10.2,0.244556,1.09741,0.828707,0.385559,0.917209,0.264441
RP11-317M11.1,0,0,0,0.093298,0,0.751304
RP11-318I4.1,0,0,0,0,0,0
RP11-318M2.2,0,0.624665,0.07668,0.15593,0.19454,0.023826
RP11-319E12.1,0,0,0.037338,0,0,0
RP11-319E16.1,0,0,0,0,0,0.256999
RP11-319G6.1,1.081754,0,0.324524,0.468255,0.605232,0
RP11-31F15.2,1.495703,1.025032,0.830958,1.01365,1.921741,1.864236
RP11-320G24.1,0.786822,0.881201,0.49701,0.574702,0.841278,1.082643
RP11-324L3.1,0,0,0,0,0,0
RP11-326F20.5,0.323009,0.43755,0.220665,0.468712,1.300574,0.252554
RP11-327I22.6,0,0,0,0.075352,0,0
RP11-328K4.1,0,0,0,0,0,0
RP11-329B9.1,0.006079,0.032566,0.025718,0,0.033204,0.006829
RP11-329J18.2,0,0,0,0,0,0
RP11-32F11.2,0.047274,0.064349,0,0.047283,0,0
RP11-330A16.1,0,0,0,0,0,0
RP11-333A23.4,0.040588,0.073668,0.014493,0.105687,0.009263,0
RP11-333E1.1,0.63072,0.323448,0.29572,0.158868,0.660044,0
RP11-33G16.1,0,0,0,0,0,0
RP11-341A22.2,0.936805,0.953323,0.576596,0.655292,0.905959,1.011565
RP11-342C23.4,0.180835,0.348559,0.190562,0.071518,0.50015,0.34806
RP11-343J18.1,0.032719,0.075477,0,0,0,0
RP11-344B5.2,0.038027,0.576601,0.370075,1.177137,0.801236,0.935553
RP11-344E13.3,0.053727,0,0,0.021257,0,0.058616
RP11-344G13.1,0.019288,0,0,0.012856,0,0
RP11-345L23.1,0,0,0,0,0,0
RP11-346D6.6,0,0,0,0,0,0
RP11-346I3.4,0.034331,0.023197,0.103477,0.055838,0.034656,0.140699
RP11-347D21.3,0,0,0,0.088708,0,0
RP11-34F13.2,0.084536,0,0,0,0,0
RP11-353N14.5,0.022939,0.005825,0,0.004287,0,0.003445
RP11-353N4.5,0.10416,0,0,0,0,0
RP11-354E11.2,0,0.026282,0,0.075224,0,0
RP11-355N15.1,0,0,0,0.022948,0.023768,0.009401
RP11-356I2.4,0,0.0596,0.026595,0,0.091004,0
RP11-35G9.3,0.399716,0.862671,0.176276,0.580386,0.446004,0.579959
RP11-360P21.2,0,0,0,0,0,0
RP11-362A1.1,0,0,0.014103,0,0,0
RP11-362F19.1,1.720091,1.697641,2.504631,1.102024,2.245798,0.896101
RP11-363D24.1,0,0,0,0,0,0
RP11-363G15.2,0,0,0,0,0,0
RP11-364P22.1,0,0.119736,0,0,0,0
RP11-365O16.6,0,0,0,0,0.017638,0
RP11-367J11.2,0.010149,0,0,0.019974,0.023094,0
RP11-367N14.2,0.123302,0.494867,0.032781,0,0.128094,0.453835
RP11-368I23.2,0,0,0,0,0.072958,0
RP11-371M22.1,2.612333,4.560774,5.361962,4.565307,5.602776,2.169916
RP11-372E1.4,0,0,0.010447,0.063719,0,0
RP11-372E1.6,2.115336,1.817607,1.165961,1.927673,2.141793,0.762097
RP11-374P20.4,0,0,0,0,0.017256,0
RP11-378A12.1,0.131477,0,0,0.063199,0,0
RP11-379B18.5,0.465987,0.266316,0.239174,0.217431,0.589695,0.982518
RP11-379F4.4,0.241475,0.72939,0.198721,0.45632,0.290636,0.403734
RP11-379J5.5,0.051924,0,0,0,0,0.01813
RP11-379K22.2,0.396063,0.56918,0.374376,0.626682,0.598697,0.355474
RP11-37B2.1,0.433829,0,0.088737,0.363707,0.22376,0
RP11-37N22.1,0.155252,0.16844,0.046413,0.155669,0.352487,0.263818
RP11-381O7.3,1.45597,2.554887,3.348361,1.859778,2.10982,1.818403
RP11-383C5.3,0,0,0,0,0,0
RP11-384J4.1,0,0,0,0,0,0
RP11-384K6.6,0.506102,0.59758,0.69105,0.737432,0.61458,0.480931
RP11-386B13.3,0,0,0,0.022997,0.012034,0
RP11-386I8.6,0.308966,0.358907,0.145301,0.305679,0.531959,0.035226
RP11-387D10.3,0,0,0,0,0.016391,0
RP11-389K14.3,0,0,0.036428,0,0,0
RP11-392P7.6,0.048617,0.053394,0.190184,0.103843,0.338953,0
RP11-394O9.1,0.1822,0,0,0,0,0
RP11-395L14.3,0,0,0,0,0,0
RP11-395P17.3,0.584977,0.578548,0.213775,0.307734,0.633741,0.653918
RP11-397C12.1,0,0,0,0,0,0
RP11-397C18.2,0,0.137321,0.066566,0.060492,0,0
RP11-399K21.14,0.03905,0,0.028184,0.069065,0,0.288938
RP11-3B12.2,0,0.071646,0.069208,0.017193,0.035658,0
RP11-3B12.3,0.017301,0.125521,0,0,0.035951,0.017952
RP11-3P17.4,0,0,0.006703,0,0.025719,0
RP11-401P9.5,0.011189,0,0,0.007386,0.0387,0
RP11-402G3.3,0,0,0,0,0,0
RP11-402L6.1,0,0,0,0,0.010301,0
RP11-404O13.1,0,0,0,0,0,0
RP11-406A20.1,0,0,0,0,0,0
RP11-406A20.4,0,0.071979,0.006068,0,0.007734,0
RP11-406A9.2,0,0,0,0,0,0
RP11-406H4.1,0,0.161848,0,0,0,0
RP11-406O16.1,0,0,0,0,0,0
RP11-407A16.3,0,0,0,0,0,0
RP11-408H20.2,0.96595,3.038022,0.264932,1.769884,0.329396,0
RP11-40F8.2,0,0,0,0,0,0
RP11-413P11.1,0,0.076591,0.045273,0,0.05943,0
RP11-415C15.2,0.612571,0.403695,0.324913,0.581163,0.924868,0.741074
RP11-415D17.4,0,0,0,0.067904,0,0
RP11-416O18.1,0.021829,0.012268,0,0.015575,0.007014,0.049822
RP11-417E7.2,0,0,0,0,0.063381,0
RP11-418J17.1,0.925201,1.096972,0.409778,0.112171,0.408832,0.423683
RP11-41O4.2,0.02381,0.04258,0.045224,0.0639,0.089048,0.044571
RP11-420A23.1,0.856932,0.922384,0.805179,1.226792,1.188159,0.056349
RP11-421P23.1,0,0,0,0,0,0
RP11-423C15.3,0.305278,0.127053,0.214159,0.328338,0.260008,0.641823
RP11-423H2.3,0,0.183342,0.021825,0.268876,0.11088,0.195
RP11-425I13.3,0,0.218868,0.082278,0.212811,0.058186,0.035586
RP11-426A6.5,0,0,0,0,0,0
RP11-426L16.8,0.074879,0.101011,0.00981,0.115296,0.100846,0.56402
RP11-429H9.4,0,0,0,0,0,0
RP11-430B1.2,0.171752,0,0.026588,0,0.034235,0.013237
RP11-430C1.1,0.028298,0.058716,0.039717,0.041121,0.054775,0.159718
RP11-430H10.1,0,0,0.371863,0.431382,0.0961,0
RP11-432I5.1,0,0,0,0,0,0
RP11-433J20.1,0.014108,0.012855,0,0,0,0
RP11-434C1.1,0.16116,0.187927,0.06555,0.159497,0.131808,0.211205
RP11-434D9.1,0,0.153836,0.019635,0.229082,0.059304,0
RP11-435M3.2,0,0,0,0,0,0
RP11-436I24.1,0.010932,0,0,0,0,0.072768
RP11-436K8.1,0.108508,0,0.015002,0.009146,0.037773,0.021534
RP11-438N16.1,0,0,0,0,0,0
RP11-439L18.3,0.00887,0,0.028514,0,0.036844,0
RP11-439L8.3,0,0.013329,0,0,0,0
RP11-439L8.4,0.481231,0.248226,0.124372,0.25201,0.15694,0.141841
RP11-43N5.1,0.014319,0.025901,0.010199,0.012545,0.013114,0.137695
RP11-440G9.1,0,0.011108,0,0.008228,0,0
RP11-445H22.3,0,0,0,0,0,0
RP11-446H18.5,0,0.157571,0.127954,0.181398,0.080884,0
RP11-449D8.1,0.442221,0.137248,0.448226,0.229364,0.399594,0.227829
RP11-44F21.3,0,0.064723,0.006337,0.015577,0,0
RP11-450K4.1,0,0,0,0,0,0
RP11-451G4.2,0.301279,0.057664,2.507438,0.401743,0.337059,0.331823
RP11-452H21.4,0,0.059234,0.035256,0.029066,0.060292,0
RP11-452N4.1,0,0,0,0,0,0
RP11-453E2.2,0,0,0,0,0,0
RP11-454C18.2,0.465242,0.421671,0.577219,1.253947,0.174363,0.457141
RP11-454P21.1,0,0,0,0,0,0
RP11-456O19.4,0,0,0.01638,0.022431,0,0
RP11-458D21.1,0.098158,0.639024,0.478006,0.885211,1.510933,0.106772
RP11-45L9.1,0,0,0,0,0,0
RP11-460N16.1,0.182965,0.180009,0.12774,0.282246,0.189317,0.032477
RP11-461F11.1,0.196112,0.307176,0.132012,0.309576,0.194899,0.079033
RP11-461F11.3,0,0.021577,0.012869,0,0.033005,0
RP11-461O7.1,0.196223,0.381775,0.191821,0.307188,0.227791,0.454142
RP11-462G2.1,0,0,0,0.155005,0,0
RP11-462G22.1,0,0,0,0,0,0.124891
RP11-463J7.2,0,0,0.009714,0,0.037446,0.107592
RP11-465B22.5,0,0,0,0,0,0.037398
RP11-466A17.1,0.046444,0,0,0,0,0
RP11-466F5.8,0.206912,0.414314,0.31527,0.338485,0.413569,0.186948
RP11-46C24.3,0,0,0,0,0.017477,0
RP11-473M20.14,0.114901,1.034348,0.560297,0.842149,0.760892,0.54489
RP11-473M20.5,0.015693,0,0,0,0,0
RP11-473M20.7,0.020246,0.207314,0.100513,0.103321,0.108877,0.190613
RP11-474D1.3,0.067874,0.057372,0.030768,0.0875,0.123953,0.171357
RP11-475I24.8,0.03073,0.083851,0.006779,0.094021,0.008542,0.100252
RP11-475N22.4,1.50274,1.270934,1.01684,1.262849,0.994636,0.472441
RP11-475O6.1,0.016549,0.033633,0.02396,0.045292,0.06585,0.127321
RP11-475O6.1-2,0.079596,0,0.028381,0.052863,0.084038,0.056792
RP11-478H13.3,0,0,0,0,0,0
RP11-478K7.2,0,0,0,0,0,0.069118
RP11-478P10.1,0,0,0,0.005904,0,0
RP11-47I22.2,0.002803,0,0.006033,0.048044,0,0
RP11-480C22.1,0,0,0,0,0,0
RP11-480I12.7,0.049938,0.025343,0.035319,0.093188,0,0
RP11-482D24.2,0,0,0,0,0,0
RP11-483E7.1,0.520962,0,0,0,0,0
RP11-486A14.2,0.269131,0.301255,0.620646,0.716045,1.261482,0.24232
RP11-486O12.2,0.143839,0.194577,0.205398,0.064936,0.246695,0.240052
RP11-488I20.3,0,0,0,0.043645,0,0
RP11-489D6.2,0,0,0,0,0,0
RP11-48F14.1,0,0,0,0,0,0
